 Chapter_no,title,sect_no,sect_desc,subsec_1,subsec_2,subsec_3,subsec_desc,explanation ,reference
Chapter XIII,CIVIL REMEDIES,63,"Rights of owner against persons possessing or dealing with infringing 
copies",a,,,"that he was not aware that copyright subsisted in the work and he 
had reasonable ground for believing that copyright did not subsist in 
the work of which such copies are alleged to be infringing copies ; 
or",,
Chapter XIII,CIVIL REMEDIES,63,"Rights of owner against persons possessing or dealing with infringing 
copies",b,,,"that he has reasonable ground for believing that such copies or 
plates do not involve infringement of the copyright in any work. ",,
Chapter XIII,CIVIL REMEDIES,64,Restriction on remedies in the case of works of architecture,1,,,"Where the construction of a building or other structure, which infringes or which if 
completed, would infringe the copyright in some other work has been commenced, 
the owner of the copyright shall not be entitled to obtain an injunction to restrain 
the construction of such building or structure or to order its demolition. ",,
Chapter XIII,CIVIL REMEDIES,64,Restriction on remedies in the case of works of architecture,2,,,"Nothing in section 63 shall apply in respect of the construction of a 
building or other structure which infringes or which, if completed, would infringe 
the copyright in some other work. ",,
Chapter XIII,CIVIL REMEDIES,65,Jurisdiction of court and limitation,1,,,"Every suit or other civil 
proceeding regarding infringement of copyright shall be instituted and tried in the 
Court of the District Judge which shall ordinarily be decided within a period of 
twelve months: 
Provided that, where the person whose copyright in a work has been 
infringed does not intend to institute a suit or proceeding in the Court of the 
District Judge, he may, by petition in the prescribed manner, refer the matter to the 
Board for decision.",,
Chapter XIII,CIVIL REMEDIES,65,Jurisdiction of court and limitation,2,,,"Where a petition as been filed under the proviso to sub-section (1), the 
Board, or a Committee consisting of the Chairman and not less than two members 
of the Board as the Chairman may appoint, shall consider the matter, and after 
giving the parties an opportunity of being heard, pass such order as it thinks fit.",,sub-section (1)
Chapter XIII,CIVIL REMEDIES,65,Jurisdiction of court and limitation,3,,,"The decision of the Committee referred to in sub-section (2) shall be 
deemed to be the decision of the Board. ",,
Chapter XIII,CIVIL REMEDIES,65,Jurisdiction of court and limitation,4,,,"Where a matter has been referred to the Board under the proviso to sub
section (1), no court shall hear, try or entertain any suit or proceeding relating to 
that matter. ",,sub-section (1)
Chapter XIII,CIVIL REMEDIES,65,Jurisdiction of court and limitation,5,,,"The decision of the Board shall, subject to the provisions as to appeal, be 
final, and shall be executed in the manner provided in section 79. ",, section 79
Chapter XIIIA,PROHIBITION OF IMPORTATION AND EXPORTATION ,65A,Prohibition,,,,"No infringing copies of any work, whether themselves or 
depicted or applied to any article or goods or in any form, shall be allowed to be 
imported into or exported out of Pakistan either by see, year, land or through any 
other means of channel of communication. ",,
Chapter XIIIA,PROHIBITION OF IMPORTATION AND EXPORTATION ,65B,Jurisdiction of Officers of customs,,,,"An officer of custom 
functioning under the Custom Act, 1969 (IV of 1969), may, upon an application by 
the owner of copyright in the work or any other person having an interest in the 
copyright in the work, detain any consignment intended to be imported into or 
exported out of Pakistan which is suspected to contain infringing copies of any 
work.  ",,
Chapter XIIIA,PROHIBITION OF IMPORTATION AND EXPORTATION ,65B,Jurisdiction of Officers of customs,,,,"A consignment detained under subsection (1), shall be examined by an  
officer of customs in the presence of parties and upon determination that such 
consignment contains infringing copies of any work the same shall be ordered to 
be confiscated and the importer or exporter thereof, as the case may be, shall be 
liable to such penalties as provided in this behalf in the Customs Act, 1969 (IV of 
1969) 
Provided that a’1 the process of detention and examination of the 
consignment as provided in this section shall be completed ordinarily within a 
period of fifteen days of the filing of the application by the aforesaid person :  
Provided further that an order passed by any officer of customs under this 
section shall be deemed to be an order passed under the Customs Act, 1969 (IV of 
1969), and shall be appealable as such",,subsection (1)
Chapter XIIIA,PROHIBITION OF IMPORTATION AND EXPORTATION ,65C,Release of detained consignment,,,," in case where the consignment 
intended to be imported into or exported out of Pakistan has been detained by  an 
officer of customs under section 65B and requirements of the first proviso to that 
section are not  completed, the importer or exporter of such consignment, as the 
case may be, may apply to the concerned custom authorities for release of such 
goods subject to furnishing such security as may be deemed appropriate by the 
officer of customs.",,section 65B
Chapter XIV,OFFENCES AND PENALTIES ,66,"Offenses of infringement of copyright or other rights conferred by this 
Ordinance",,,,Any person who knowingly infringes or abets the infringement of:- ,,
Chapter XIV,OFFENCES AND PENALTIES ,66,"Offenses of infringement of copyright or other rights conferred by this 
Ordinance",a,,,"the copyright in a work, or ",,
Chapter XIV,OFFENCES AND PENALTIES ,66,"Offenses of infringement of copyright or other rights conferred by this 
Ordinance",ab,,,"the rental rights in cinematographic works and computer 
programmes ",,
Chapter XIV,OFFENCES AND PENALTIES ,66,"Offenses of infringement of copyright or other rights conferred by this 
Ordinance",ac,,,the rights of performers or producers of sound recording: or ,,
Chapter XIV,OFFENCES AND PENALTIES ,66,"Offenses of infringement of copyright or other rights conferred by this 
Ordinance",b,,,"any other right conferred by this Ordinance, shall be punishable 
with imprisonment which may extend to three years, or with fine 
which may extend to one hundred thousand rupees"" or with both","Construction of a building or other structure which infringes or 
which, if completed, would infringe the copyright in some other work, shall not be 
an offence under this section. ",
Chapter XIV,OFFENCES AND PENALTIES ,66A,"Penalty for publishing collections or compendiums of work which 
have been adapted, translated or modified in any manner without the 
authority of the owner of the copyright",,,,"Any person who knowingly 
publishes, or causes to be published, a collection or compendium of works which 
have been adapted, translated or modified in any manner without the authority of 
the owner of the copyright in the original works, or who fraudulently employs a 
title which tends to mislead the public or create confusion with another work 
published earlier, shall be punishable with imprisonment which may extend to 
three years, or with fine which may extend to one hundred thousand rupees or with 
both.",,
Chapter XIV,OFFENCES AND PENALTIES ,66B,"Penalty for unauthorised reproduction or distribution of counterfeit 
copies of sound recording and cinematographic work",,,,"Any person who 
unauthorisedly makes or distributes counterfeit of sound recording and 
cinematographic work for the purpose of business, profit or gain shall be 
publishable with imprisonment which may extend to three years, or with fine 
which may extend to one hundred thousand rupees, or with both.",,
Chapter XIV,OFFENCES AND PENALTIES ,66C,"Penalty for exploitation and appropriation of recording or audio
visual work intended for private use",,,,"Any person who for the purpose of 
business, profit or gain, exploits or appropriates any sound recording or audio
visual work intended for private use, shall be punishable with imprisonment which 
may extend to three years, or with fine which may extend to one hundred thousand 
rupees, or with both.",,
Chapter XIV,OFFENCES AND PENALTIES ,66D,"Penalty for making copies or reproduction in excess of those 
authorized by the copyright owner or his successor in title",,,,"Any person who 
produces or causes to be produced, copies or reproductions in excess or the 
number authorized by the copyright owner or his successor in title shall be 
punishable with imprisonment which may extend to three years or with fine which 
may extend to one hundred thousand rupees or with both.",,
Chapter XIV,OFFENCES AND PENALTIES ,66E,"Penalty of unauthorized rental of cinematographic works and 
computer programmes",,,,"any person who, without authorization of the 
copyright owner or his licensee rents out the original or copies of the 
cinematographic works or computer programmes, shall be punishable with 
imprisonment which may extend to three year or with fine which may extend to 
one hundred thousand rupees or with both. ",,
Chapter XIV,OFFENCES AND PENALTIES ,67,Possession of plates for purpose of making infringing copies,,,,"If any 
person knowingly makes or has in his possession any plate for the purpose of 
making infringing copies of any work in which copyright subsists, or knowingly 
and for his private profit causes any such work to be performed in public without 
the consent of the owner of the copyright, he shall be punishable with 
""imprisonment which may extend to two years, or with fine which may extend to 
one hundred thousand rupees"" or with both. ",,
Chapter XIV,OFFENCES AND PENALTIES ,68,"Penalty for making false entries in the Register, etc., or producing or 
tendering false evidence",,,,Any person who:- ,,
Chapter XIV,OFFENCES AND PENALTIES ,68,"Penalty for making false entries in the Register, etc., or producing or 
tendering false evidence",a,,,"makes or causes to be made a false entry in the Register of 
Copyright, or ",,
Chapter XIV,OFFENCES AND PENALTIES ,68,"Penalty for making false entries in the Register, etc., or producing or 
tendering false evidence",b,,,"makes or causes to be made a writing falsely purporting to be a 
copy of any entry in the Register, or",,
Chapter XIV,OFFENCES AND PENALTIES ,68,"Penalty for making false entries in the Register, etc., or producing or 
tendering false evidence",b,,,"produces or tenders or causes to be produced or tendered as 
evidence any such entry or writing, knowing the same to be false; ",,
Chapter XIV,OFFENCES AND PENALTIES ,68,"Penalty for making false entries in the Register, etc., or producing or 
tendering false evidence",,,,"shall be punishable with ""imprisonment which may extend to two years, or with 
fine which may extend to one hundred thousand rupees"" or with both. ",,
Chapter XIV,OFFENCES AND PENALTIES ,69,"Penalty for making false statements for the purpose of deceiving or 
influencing any authority or officer",,,, Any person who:- ,,
Chapter XIV,OFFENCES AND PENALTIES ,69,"Penalty for making false statements for the purpose of deceiving or 
influencing any authority or officer",a,,,"with a view to deceiving any authority or officer in the performance 
of any of his functions under any of the provisions of this 
Ordinance, or",,
Chapter XIV,OFFENCES AND PENALTIES ,69,"Penalty for making false statements for the purpose of deceiving or 
influencing any authority or officer",b,,,"with a view to inducing or influencing the doing or omission of 
anything in relation to this Ordinance or any matter thereunder. ",,
Chapter XIV,OFFENCES AND PENALTIES ,69,"Penalty for making false statements for the purpose of deceiving or 
influencing any authority or officer",,,,"makes a false statement or representation knowing the same to be false, shall be 
punishable, with ""imprisonment which may extend to two years, or with fine 
which may extend to one hundred thousand rupees"" or with both.",,
Chapter XIV,OFFENCES AND PENALTIES ,70,"False attribution or authorship, etc",,,," Whosoever, ",,
Chapter XIV,OFFENCES AND PENALTIES ,70,"False attribution or authorship, etc",1,,,"inserts or affixes the name of any person in or on a work of which 
that person is not the author, or in or on a reproduction of such a 
work, in such a way as to imply that such person is the author of the 
work ; or ;",,
Chapter XIV,OFFENCES AND PENALTIES ,70,"False attribution or authorship, etc",2,,,"publishes or sells or lets for hire, or by way or trade offers, exposes 
for the sale or hire, or by way of trade exhibits in public a work in 
or on which the name of a person has been inserted or affixed in 
such a way as to imply that such person is the author of the work, or 
the publisher of the work, who to his knowledge  is not the author 
or the publisher, as the case may be, of such work; or",,
Chapter XIV,OFFENCES AND PENALTIES ,70,"False attribution or authorship, etc",3,,,"does any of the acts mentioned in clause (2) in relation to, or 
distributes, reproductions of a work, being reproduction in or on 
which any person's name has been inserted or affixed in such a way 
as to imply that such person is the author of the work who to his 
knowledge is not the author of such work, or performs in public, or 
broadcasts the work as being the work of a particular author, who to 
his knowledge is not the author of such work ; ",,
Chapter XIV,OFFENCES AND PENALTIES ,70,"False attribution or authorship, etc",,,,"shall be punishable with ""imprisonment which may extend to two years, or with 
fine which may extend to one hundred thousand rupees"" or with both.",,
Chapter XIV,OFFENCES AND PENALTIES ,70A,Penalty for contravention of section 57A,,,,"Any person who publishes a 
record or a video film in contravention of the provisions of section 57A. shall be 
punishable with ""imprisonment which may extend to three years, or with fine 
which may extend to one hundred thousand rupees"" or with both",,
Chapter XIV,OFFENCES AND PENALTIES ,70B,Enhanced fine in the case of subsequent offences,,,,"Where any person 
convicted for an offence punishable under section 66, 66A, 66B, 66C, 66D, or 
70A, is again convicted for the same offence, the said section shall have effect as if 
for the words ""one hundred thousand"" therein the words ""two hundred thousand"" 
were substituted.""",,
Chapter XIV,OFFENCES AND PENALTIES ,71,Offenses by companies,1,,," Where any offence under this Ordinance 
has been committed by a company, every person who at the time the offence was 
committed was in charge of, and was responsible to the company for, the conduct 
of the business of the company, as well as the company shall be deemed to be 
guilty of such offence and shall be liable to be proceeded against and punished 
accordingly: 
Provided that nothing contained in this sub-section shall render any person 
liable to any punishment, if he proves that the offence was committed without his 
knowledge or that he exercised all due diligence to prevent the commission of such 
offence.",,
Chapter XIV,OFFENCES AND PENALTIES ,71,Offenses by companies,2,,,"Notwithstanding anything contained in sub-section (1), where an offence 
under this Ordinance has been committed by a company, and it is proved that 
offence was committed with the consent or connivance of, or is attributable to any 
negligence on the part of, any director, manager, secretary or other officer of the 
company, such director, manager, secretary or other officer shall also be deemed to 
be guilty of that offence and shall be liable to be proceeded against and punished 
accordingly.","For the purposes of this section:- 
(a) ""company"" means any body corporate and includes a firm or 
other association of persons; and
(b) ""director"" in relation to a firm means a partner in the firm
  
",
Chapter XIV,OFFENCES AND PENALTIES ,72,Cognizance of offence,,,,"No court inferior to that of a Magistrate of the 
first class shall try any offence under this Ordinance. ",,
Chapter XIV,OFFENCES AND PENALTIES ,73,"Power of the court to dispose of infringing copies plates or recordings 
equipment for purpose of making infringing copies",,,,"The court before which 
any offence under this Ordinance is tried may, whether the alleged offender is 
convicted or not, order that all copies of the work or all plates or recording 
equipment  in the possession of the alleged offender, which appear to it to be 
infringing copies, or plates or recording equipment used or intended to be used for 
purpose of making infringing copies, be destroyed or delivered to the owner of the 
copyright or otherwise dealt with as the court may think fit.",,
Chapter XIV,OFFENCES AND PENALTIES ,74,"Power of police to seize infringing copies, plates and recording 
equipments",1,,,"Any police officer, not bellow the rank of Sub-inspector, shall, 
if he is satisfied that an offence under Chapter XIV in respect of infringement of 
copyright in any work has been, is being, or is likely to be, committed, seize 
without warrant all copies of the work and all plates and recording equipments 
used for the purposes of making infringed copies of the work, wherever found, and 
all copies, plates and recording equipments so seized shall, as soon as practicable, 
be produced before a Magistrate. 
Provided that no such copy, plate or recording equipment as is owned by 
any public library for a library attached to an educational institution or a non-profit 
library available for use by the public free of charge or in the possession of any 
person for his bona fide use shall be seized. ",,
Chapter XIV,OFFENCES AND PENALTIES ,74,"Power of police to seize infringing copies, plates and recording 
equipments",2,,," Any person having an interest in any copies of a work, plates or recording 
equipment seized under sub-section (1) may, within fifteen days of such seizure, 
make an application to the Magistrate for such copies plates or recording 
equipment being restored to him and the magistrate, after hearing the applicant and 
the complainant and making such further inquiry as may be necessary, shall make 
such order on the application as he may deem fit. ",, sub-section (1)
Chapter XIV,OFFENCES AND PENALTIES ,74,"Power of police to seize infringing copies, plates and recording 
equipments",3,,,All offence under this Ordinance shall be cognizable and non-bailable,,
Chapter XIV,OFFENCES AND PENALTIES ,74A,"Power of Magistrate to award compensation for offences under this 
Chapter",1,,,"The Magistrate may, when passing a sentence of fine, direct that 
an amount not exceeding fifty per cent of the fine imposed by him but  
commensurate with the loss suffered by the party shall be paid as compensation to 
the person whose right has been infringed or to the heirs or legal representatives of 
such person.",,
Chapter XIV,OFFENCES AND PENALTIES ,74A,"Power of Magistrate to award compensation for offences under this 
Chapter",2,,," Payment of any compensation  to any person under sub- section (1) shall be 
without prejudice to his right to any claim in a suit or other proceeding which may 
be instituted, or may be pending in a Court, in relation to the same matter. ",,
Chapter XV,APPEALS ,75,Appeals against certain orders of Magistrate,,,,"Any person aggrieve by 
an order made under section 73, sub-section (2) of section 74 or sub-section (1) of 
section 74(A) may, within thirty days of the date of such order, appeal to the court 
to which appeals from the court making the order ordinarily lie, and such appellate 
court may direct that execution of the order be stayed pending disposal of the 
appeal. ",,
Chapter XV,APPEALS ,76, Appeals against orders of Registrar,,,,"Any person aggrieved by any final 
decision or order of the Registrar may, within three mouths from the date of this 
decision or order, appeal to the Board: 
Provided that the Registrar shall not sit as a member of the Board when the 
hears an appeal under this section.",,
Chapter XV,APPEALS ,77,Appeals against orders of the Board,1,,,"any person aggrieved by any 
final decision or order of the Board, not being the decision or order made in an 
appeal under section 76 may, within three months from the date of such decision or 
order, appeal to the High court within whose jurisdiction the appellant actually and 
voluntarily resides or carries on business or personally works for gain: 
provided that no such appeal shall lie against a decision of the Board under 
sub-section (2) of section 4 and sub-section (2) of section 6.",,
Chapter XV,APPEALS ,77,Appeals against orders of the Board,2,,," In calculating the period of three months provided for an appeal under 
section 76 and sub-section (1), the time taken in granting a certified copy of the 
order or record of the decision appealed against shall be excluded. ",,
Chapter XVI,MISCELLANEOUS ,78,Registrar and Board to certain powers of civil court,,,,"The Registrar 
and the Board shall have the power of a civil court when trying a suit under the 
code of Civil Procedure, 1908, in respect of the following, namely:-",,
Chapter XV,MISCELLANEOUS ,78,Registrar and Board to certain powers of civil court,a,,,"summoning and enforcing the attendance of any person and examining 
him  on oath: ",,
Chapter XV,MISCELLANEOUS ,78,Registrar and Board to certain powers of civil court,b,,,requiring the discovery and production of any document; ,,
Chapter XV,MISCELLANEOUS ,78,Registrar and Board to certain powers of civil court,c,,,receiving evidence on affidavits; ,,
Chapter XV,MISCELLANEOUS ,78,Registrar and Board to certain powers of civil court,d,,, issuing commission for the examination of witnesses or documents;  ,,
Chapter XV,MISCELLANEOUS ,78,Registrar and Board to certain powers of civil court,e,,,"requisitioning any public record or copy thereof from any court or 
office;",,
Chapter XV,MISCELLANEOUS ,78,Registrar and Board to certain powers of civil court,f,,,any other matter of procedure which may be prescribed.," For the purpose of enforcing the attendance of witnesses, 
the local limits of the jurisdiction of the registrar or the Board, as the case may be, 
shall be the whole of Pakistan.",
Chapter XV,MISCELLANEOUS ,79,"Order for payment of money passed by Registrar or Board to be 
executable as decree",,,,"Every order made by the Registrar or the Board under 
this ordinance for the payment of any money or by the High Court in any money 
appeal against any such order of the Board shall, on a certificate issued by the 
Registrar, the Board or the Registrar of High Curt, as the case may be, be deemed 
to be a decree of a civil court and shall be executable in the same manner as a 
decree of such court.",,
Chapter XV,MISCELLANEOUS ,80,Indemnity,,,,"No suit or other legal proceeding shall lie against any person 
in respect of anything which is in good faith done or intended to be done in 
pursuance of this Ordinance.",,
Chapter XV,MISCELLANEOUS ,81,Certain persons to be public servants,,,,"Every officer appointed under 
this Ordinance and every member of the Board shall be deemed to be a  public 
servant within the meaning of section 21 of the Pakistan Penal Code (Act XLV of 
1860)",,
Chapter XV,MISCELLANEOUS ,82,Powers to make rules,1,,,"The Central Government may, after previous 
publication, make rules for carrying out the purposes of this ordinance:- ",,
Chapter XV,MISCELLANEOUS ,82,Powers to make rules,2,,,"In particular and without prejudice to the generality of the foregoing power, 
the rules may provide for all or any of the following, namely:-",,
Chapter XV,MISCELLANEOUS ,82,Powers to make rules,2,a,,"the term of office and conditions of service of the Chairman and other 
members of the Board;",,
Chapter XV,MISCELLANEOUS ,82,Powers to make rules,2,b,,"the form of complaints and application to be made and the license to be 
granted, under this Ordinance ;",,
Chapter XV,MISCELLANEOUS ,82,Powers to make rules,2,c,,"the procedure to be followed in connection with any proceeding before 
the Registrar or the Board;",,
Chapter XV,MISCELLANEOUS ,82,Powers to make rules,2,d,,"the manner of determining any royalties payable under this Ordinance 
and the security to be taken for the payment of such royalties;",,
Chapter XV,MISCELLANEOUS ,82,Powers to make rules,2,e,,"the form of Register of Copyrights to be kept under this Ordinance and 
the particulars to be entered therein; ",,
Chapter XV,MISCELLANEOUS ,82,Powers to make rules,2,f,,"the matters in respect of which the Registrar and the Board shall have 
powers of a civil court;",,
Chapter XV,MISCELLANEOUS ,82,Powers to make rules,2,g,,the fees which may be payable under the Ordinance; ,,
Chapter XV,MISCELLANEOUS ,82,Powers to make rules,2,h,,"the regulations of business of the Copyright Office and of all things by 
this Ordinance placed under the direction or control of the Registrar. ",,
Chapter XV,MISCELLANEOUS ,83,Repeal,,,,"The Copyright Act, 1914, and the Copyright Act of 1911 passed 
by the Parliament of the United Kingdom, as modified in its application to 
Pakistan by the Copyright Act, 1914, are hereby repealed. 
",,
Chapter XV,MISCELLANEOUS ,84,Saving and transitory provisions,1,,,"Where any person has, before 
the commencement of this Ordinance, taken any action whereby he has incurred 
any expenditure or liabilities in connection with the reproduction or performance 
of a work at a time when such reproduction or performance any work in a manner 
which at the time was lawful or for the purpose of or with a view to the 
reproduction or performance would, but for the coming into force of this 
Ordinance, have been lawful nothing in this section shall diminish or prejudice any 
rights or interest arising from or in connection with such actions which are 
subsisting  and valuable at the said date unless the person who by virtue of this 
Ordinance becomes entitled to restrain such reproduction or performance agrees to 
pay such compensation as failing agreement may be determined by the Board. ",,
Chapter XV,MISCELLANEOUS ,84,Saving and transitory provisions,2,,,"Copyright shall not subsist by virtue of this Ordinance in any work in 
which copyright did not subsist immediately  before the commencement of this 
Ordinance under any Act repealed by section 83.",,
Chapter XV,MISCELLANEOUS ,84,Saving and transitory provisions,3,,,"Where copyright subsist in any work immediately before the 
commencement of this Ordinance the rights comprising such copyright shall, as 
from the date of such commencement, be the rights specified in section 3 in 
relation to the class of works to which such work belongs, and where any new 
rights are conferred by that section the owner of such rights shall be:",,
Chapter XV,MISCELLANEOUS ,84,Saving and transitory provisions,3,a,,"in any case where copyright in the work was wholly assigned 
before the commencement of this Ordinance the assignee or his 
successor-in -interest; and ",,
Chapter XV,MISCELLANEOUS ,84,Saving and transitory provisions,3,b,,"in any other case the person who was the first owner of the 
copyright in the work under any Act repealed by section 83 or his 
legal representatives.",,
Chapter XV,MISCELLANEOUS ,84,Saving and transitory provisions,4,,,"Except as otherwise provided in this Ordinance, where any person was 
entitled immediately before the commencement of this Ordinance to copyright in 
any such work or any right in such copyright or to any interest in any such right, 
he shall continue to be entitled to such right or  interest for the period for which he 
would have been entitled thereto if this Ordinance had not come into force. ",,
Chapter XV,MISCELLANEOUS ,84,Saving and transitory provisions,5,,,"Nothing contained in this Ordinance shall be deemed to render any act done 
before its commencement an infringement of copyright if that act would not 
otherwise have constituted such an infringement.",,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
