chapter_no,title,sect_no,sect_desc,subsec_1,subsec_2,subsec_3,subsec_desc,
Chapter VI,"Importation of 
Infringement goods, material or articles ",64,Insufficient security,1,b,," shall be recovered by the Federal Government under section 202 of the Customs Act, 1969 (IV of 1969).  ",
Chapter VI,"Importation of 
Infringement goods, material or articles ",65," The Federal Government
 not be liable to loss, etc.., suffered because of seizure",1,,," The Federal Government shall not be liable to any loss, damage or delays suffered by a person- ",
Chapter VI,"Importation of 
Infringement goods, material or articles ",65," The Federal Government
 not be liable to loss, etc.., suffered because of seizure",1,c,,because the Collector of Customs seized or failed to seize goods under this Chapter; or ,
Chapter VI,"Importation of 
Infringement goods, material or articles ",65," The Federal Government
 not be liable to loss, etc.., suffered because of seizure",1,d,, because of release of any seized goods,
Chapter VI,"Importation of 
Infringement goods, material or articles ",66," Power of the Collector of 
Customs to make regulations",1,,, The Collector of Customs may make regulation prescribing the form in which notices shall be made and requiring the person making the notice to furnish evidence to the ownership and to comply with such other conditions as may be specified which may include the payment of a fee to cover the administrative costs.  ,
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",67," Definition of unfair 
competition and provisions relating thereto",1,,," An ""unfair competition"" means any act of competition contrary to honest business practices in industrial or commercial matters and, without prejudice to the foregoing, such acts may include- ",
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",67," Definition of unfair 
competition and provisions relating thereto",1,a,," all acts of such nature as to crate confusion by any means whatsoever with the establishment, goods, services or industrial or commercial activities of  a competitor; ",
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",67," Definition of unfair 
competition and provisions relating thereto",1,b,," false allegations in the course of trade of 
such a nature as to  discredit the establishment, goods, services or industrial or commercial activities of a competitor; ",
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",67," Definition of unfair 
competition and provisions relating thereto",1,c,," indications or allegations  the use of which in the course of trade is liable to mislead the public as to the nature, manufacturing process, characteristics, constituents, quality or the suitability for their purpose of the goods or services; ",
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",67," Definition of unfair 
competition and provisions relating thereto",1,d,," any act or practice, in the course of industrial or commercial matters that results in the disclosure, acquisition or use by  others of information without consent of the  person lawfully in control of that information in a manner contrary to honest industrial or commercial practice so long as such information relates to sale or manufacture of goods or provision of services and-   ",
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",67," Definition of unfair 
competition and provisions relating thereto",1,d,i,"is secret in the sense that is in not, as a body or in the precise configuration and assembly of its components, generally known among or readily accessible t persons within the circles that normally deal with the kind of information in question",
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",67," Definition of unfair 
competition and provisions relating thereto",1,d,ii, has commercial value because it is secret; and ,
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",67," Definition of unfair 
competition and provisions relating thereto",1,d,iii," has been subject to reasonable steps under circumstances, by the person lawfully in control of the information, to keep it secret; ",
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",67," Definition of unfair 
competition and provisions relating thereto",1,e,, making of false or deceptive statements in the course of trade; ,
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",67," Definition of unfair 
competition and provisions relating thereto",1,f,, misleading advertise; or,
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",67," Definition of unfair 
competition and provisions relating thereto",1,g,,"fraudulently registering or applying for 
registration of a trade mark.  ",
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",68," Misleading and comparative
 advertisement",1,,," Comparative advertisement shall, as far as  comparison is concerned,be lawful subject to the following conditions, namely:- ",
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",68," Misleading and comparative
 advertisement",1,a,," it is not misleading according to clause (xxiv) of section 2, and 
sub-section (2);","clause xxiv of sect_no2, and subsec_2"
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",68," Misleading and comparative
 advertisement",1,b,," it compares goods or services meeting the same needs or intended 
for the same purpose; ",
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",68," Misleading and comparative
 advertisement",1,c,," it objectively compares one or more material, relevant, verifiable and
 representative features of those goods and services, which may include price; ",
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",68," Misleading and comparative
 advertisement",1,d,," it does not crate confusion in the market place between the advertise
 and a competitor or between the advertiser's trade mark. trade names, other distinguishing marks, goods or services and those of the competitor; ",
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",68," Misleading and comparative
 advertisement",1,e,,"it does not discredit or disparage the trade marks, trade names, other 
distinguishing marks, goods, services, activities or circumstance of a competitor; ",
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",68," Misleading and comparative
 advertisement",1,f,," for products with designation of origin, it relates in each case to 
products with same designation; ",
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",68," Misleading and comparative
 advertisement",1,g,," it does not take unfair advantage of the reputation of a trade mark, 
trade name or other distinguishing marks of a competitor or of the designation of origin of competing products; and ",
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",68," Misleading and comparative
 advertisement",1,h,," it does not present goods or services as imitations or replicas of goods
 or services bearing a protected trade mark or trade name",
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",68," Misleading and comparative
 advertisement",2,,,"In determining whether an advertising is misleading, the tribunal shall
 take account of all its features, and in particular of any information it contains concerning.-",
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",68," Misleading and comparative
 advertisement",2,a,,"the characteristics of goods or services, such as their availability, 
nature, execution, composition, method and date of manufacture or provision , fitness for purpose, uses, specification, geographical or commercial origin or the results to be expected from their use, or the results and material features of tests or checks carried out on the goods or services;   ",
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",68," Misleading and comparative
 advertisement",2,b,," the price or the manner in which the price is calculated, and the 
conditions on which the goods are supplied or the services provided; and ",
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",68," Misleading and comparative
 advertisement",2,c,," the nature, attributes and rights of the advertiser, such as his identity
 and assets. his qualifications and ownership of industrial,. commercial or intellectual property rights or his awards and distinctions.  ",
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",68," Misleading and comparative
 advertisement",3,,," Any person having a legitimate interest in prohibiting misleading 
advertisement or regulating comparative advertising may institute legal action against such advertising before the tribunal. ",
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",68," Misleading and comparative
 advertisement",4,,," For all complaints made to the tribunal under sub-section (3), the 
tribunal shall take into account all the interests involved and in particular the public interest before it orders- ",subsec_3
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",68," Misleading and comparative
 advertisement",4,a,, publication of a corrective statement by the advertiser; ,
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",68," Misleading and comparative
 advertisement",4,b,,"cessation of misleading advertising or unpermitted comparative 
advertising has not yet been published but publication is imminent, the prohibition of such publication. ",
Chapter VII,"Unfair Competition and 
Comparitive Advertisement",68," Misleading and comparative
 advertisement",5,,," This section shall not exclude voluntary control of misleading or 
comparative advertisement by self-regulatory bodies and recourse to such bodies by the persons if proceedings before such bodies are in addition to the tribunal proceedings referred to in sub-section (3). ",subsec_3
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,69,Assignment of registered trade mark,1,,,"A registered trade mark shall be transmissible by assignment, testamentary disposition or operation of law in the same way as other personal or moveable property.",
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,69,Assignment of registered trade mark,2,,,A registered trade mark shall also be transmissible either in connection with the goodwill of a business or independently,
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,69,Assignment of registered trade mark,3,,,"An assignment or other transmissible of a registered trade mark may be partial; that is, limited so as to apply-",
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,69,Assignment of registered trade mark,3,a,,in relation to some but not all of the goods or services for which the trade mark is registered;,
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,69,Assignment of registered trade mark,3,b,,in relation to use of the trade mark in a particular manner or a particular locality.,
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,69,Assignment of registered trade mark,4,,,"An assignment of a registered trade mark, or an assent relating to a registered trade mark shall not be effective unless it is in writing signed by, or on behalf of, the assignor or, as the case may be, a personal representative.",
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,69,Assignment of registered trade mark,5,,,The provisions of sub-section (4) shall apply to assignment by way of security as in relation to any other assignment.,subsec_4
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,69,Assignment of registered trade mark,6,,,Assignment or other transmission of a registered trade mark shall be the subject of charge in the same way as other personal or movable property.,
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,69,Assignment of registered trade mark,7,,,Nothing in this Ordinance shall be construed as affecting the assignment or other transmission of an unregistered trade mark as part of the goodwill of a business.,
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,70,Registration of transactions affecting registered trade mark,1,,,On application being made to the Registrar by,
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,70,Registration of transactions affecting registered trade mark,1,a,,"a person claiming to be entitled to an interest in, or under, a registered trade mark by virtue of a registerable transaction;",
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,70,Registration of transactions affecting registered trade mark,1,b,,any other person claiming to be affected by such a transaction. the prescribed particulars of the transaction shall be entered in the Register,
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,70,Registration of transactions affecting registered trade mark,2,,,"The following shall be registerable transactions, namely:",
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,70,Registration of transactions affecting registered trade mark,2,a,,an assignment of a registered trade mark or any right in it;,
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,70,Registration of transactions affecting registered trade mark,2,b,,the grant of a license under a registered trade mark;,
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,70,Registration of transactions affecting registered trade mark,2,c,,the granting of any security interest whether fixed or floating over a registered trade mark or any right in or under it;,
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,70,Registration of transactions affecting registered trade mark,2,d,,the making by personal representatives of an assent in relation to a registered trade mark or any right in or under it;,
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,70,Registration of transactions affecting registered trade mark,2,e,,"an order of the High Court, District Court or other competent authority transferring a registered trade mark or any right in or under it",
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,70,Registration of transactions affecting registered trade mark,3,,,Until an application has been made for registration of the prescribed particulars of a registerable transaction-,
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,70,Registration of transactions affecting registered trade mark,3,a,,"the transaction shall be ineffective as against a person acquiring a
conflicting interest in, or under, the registered trade mark in ignorance of it;",.
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,70,Registration of transactions affecting registered trade mark,3,b,,"a person claiming to be a licensee by virtue of the transaction shall not have the protection of section 69, 77 or 79.","sect_no69,sect_no77,sect_no79"
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,70,Registration of transactions affecting registered trade mark,4,,,Provisions may be made by rules as to-,
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,70,Registration of transactions affecting registered trade mark,4,a,,the amendment of registered particulars relating to a license so as to reflect any alteration of the terms of the license; and,
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,70,Registration of transactions affecting registered trade mark,4,b,,the removal of such particulars from the Register-,
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,70,Registration of transactions affecting registered trade mark,44,b,i,where it appears from the registered particulars that the license was granted for a fixed period and that period has expired;,
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,70,Registration of transactions affecting registered trade mark,4,b,ii,"where no such period is indicated and, after such period as may be prescribed, the Registrar has informed the parties of his intention remove the particulars from the Register",
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,70,Registration of transactions affecting registered trade mark,5,,,"Provision may also be made by rules as to the amendment or removal from Register of particulars relating to a security interest on the application of, or with the consent of, the person entitled to the benefit of the interest.",
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,71,Application for registration of trade mark as an object of property.,1,,,"The provisions of sub-section (1) or section 39, sub-section (2) to (7) of section 24, section 69 and section 70 shall apply, with the necessary modifications, in relation to an application for the registration of a trade mark, as in relation to a registered trade mark.","subsec_1,sect_no39,subsec_2 to subsec_7 of sect_no24,sect_no69,sect_no70"
CHAPTER VIII,ASSIGNMENT AND TRANSMISSION,71,Application for registration of trade mark as an object of property.,2,,,"In section 70 as it applies, in relation to a transaction affecting an application for the registration of a trade mark, the references to the entry of particulars in the Register, and to the making of an application to register particulars, shall be construed as references to the giving of notice to the Registrar of those particulars.",sect_no70
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,72,Proposed use of trade mark by company to be formed.-,1,,,"No application for the registration of a trade mark in respect of any goods or services shall be refused, nor shall permission for such registration be withheld, on the ground only that it appears that the applicant does not use or propose to use the trade mark, if the Registrar is satisfied that-",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,72,Proposed use of trade mark by company to be formed.-,1,a,,"a company is about to be formed and registered under the Companies Ordinance, 1984 (XLVII of 1984), or any modification thereof and that the applicant intends to assign the trade mark to that company with a view to the use thereof in relation to those goods or services by the company;",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,72,Proposed use of trade mark by company to be formed.-,1,b,,the applicant intends it to be used by way of permitted use.,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,72,Proposed use of trade mark by company to be formed.-,2,,,"The provisions of section 73 shall have effect, in relation to a trade mark registered under this sub-section, as if for the reference, in clause (a) of sub-section (1) of that section to intention on the part of an applicant for registration that a trade mark should be uses by him there were substituted a reference to intention on his part that it should be used by the company or the authorised user concerned.","sect_no73,subsec_1"
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,72,Proposed use of trade mark by company to be formed.-,3,,,"The tribunal may, in a case to which clause (a) of sub-section (1) applies, require the applicant to give security for the costs of any proceedings relating to any opposition or appeal, and in default of such security being duly given, may treat the application as abandoned.",subsec_1
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,72,Proposed use of trade mark by company to be formed.-,4,,,"Where in a case to which clause (a) of sub-section (1) applies, a trade mark in respect of any goods or services is registered in the name of an applicant who relies on intention to assign the trade mark to a company. then unless within such period as may be prescribed or within such further period not exceeding six months as the Registrar may, on application being made to him in the prescribed manner, allow, the company has been registered as the proprietor of the trade mark in respect of those goods or services, the registration shall cease to have effect in respect thereof at the expiration of that period and the Registrar shall amend the Register accordingly",subsec_1
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,73,Revocation of registration.,1,,,"The registration of a trade mark may be revoked on any of the following grounds, namely",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,73,Revocation of registration.,1,a,,"that within the period of five years following the date of completion of registration procedure it has not been put to bona fide use in Pakistan by the proprietor or by an authorised user thereof, in relation to the goods or services for which it is registered and there are no proper reasons for its non-use;",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,73,Revocation of registration.,1,b,,that the bona fide use has been suspended for an uninterrupted period of five years and there are no proper reasons for its non-use;,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,73,Revocation of registration.,1,c,,"that in consequence of acts or inactivity of the proprietor, it has become the common name in the trade for a product or service for which it is registered;",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,73,Revocation of registration.,1,d,,"that in consequence of the use made of it by the proprietor or with his consent in relation to the goods or services for which it is registered, it is liable to mislead the public, particularly as to the nature, quality or geographical origin of those goods or services.",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,73,Revocation of registration.,2,,,"For the purpose of sub-section (1), use of a trade mark shall include use in a form differing in elements which do not alter the distinctive character of the mark in the form in which it was registered.",subsec_1
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,73,Revocation of registration.,3,,,"The registration of a trade mark shall not be revoked on the grounds specified in clause (a) or (b) of sub-section (1), if such use, as it referred to in those clauses, is commenced or resumed after the expiry of the five years period and before the application for revocation is made, shall only be regarded if the preparation for commencement or resumption began before the proprietor became aware that the application is made.",subsec_1
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,73,Revocation of registration.,4,,,"An application for revocation may be made by an interested party to the Registrar, except that-",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,73,Revocation of registration.,4,a,,"if proceedings concerning the trade mark in question are pending in the High Court or a District Court, the application shall be made to the High Court or, as the case may be, the District Court; and",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,73,Revocation of registration.,4,b,,"in case the application is made to the Registrar, he may at any stage of the proceedings refer the application to the High Court or a District Court.",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,73,Revocation of registration.,5,,,"Where grounds for revocation exist in respect of only some of the goods or services for which trade mark is registered, revocation shall relate to those goods or services only.",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,73,Revocation of registration.,6,,,"Where the registration of a trade mark is revoked to any extent, the rights of the proprietor shall be deemed to have ceased to that extent as from-",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,73,Revocation of registration.,6,a,,the date of the application for revocation;,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,73,Revocation of registration.,6,b,,"if the Registrar, the High Court or a District Court is satisfied that the grounds for revocation existed at an earlier date, that date.",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,73,Revocation of registration.,7,,,"Where the registration of a trade mark is revoked or declared invalid on the ground that the registration was secured in bad faith, the applicant shall be barred from applying for registration of the identical or similar trade mark for two years form the date of revocation or invalidation, whatever the case may be.",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,74,Use of trade mark by a person other than the proprietor thereof,1,,,The permitted use of a trade mark shall be deemed to be use of the trade mark by the owner of the trade mark and shall be deemed not to be use of the trade mark by a person other than the owner for any purpose for which such use is material under this Ordinance or any other law for the time being in-force.,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,74,Use of trade mark by a person other than the proprietor thereof,2,,,"The tribunal while determining as to whom the benefit of use of a trade mark be passed shall pass the benefit to none else, except to-",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,74,Use of trade mark by a person other than the proprietor thereof,2,a,,"the proprietor of the trade mark, if the trade mark is registered; or",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,74,Use of trade mark by a person other than the proprietor thereof,2,b,,"the owner of the trade mark, if the trade mark is entitled to protection under the Paris Convention as a well known trade mark.",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,75,Licensing of registered trade mark.,1,,,A license to use a registered trade mark may be general or limited.,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,75,Licensing of registered trade mark.,2,,,"A limited license may, in particular, apply-",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,75,Licensing of registered trade mark.,2,a,,in relation to some but not all of the goods or services for which the trade mark is registered;,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,75,Licensing of registered trade mark.,2,b,,in relation to use of the trade mark in a particular manner or a particular locality-,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,75,Licensing of registered trade mark.,3,,,A license shall not be effective unless it is in writing signed by or on behalf of the grantor.,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,75,Licensing of registered trade mark.,4,,,"Unless the license provides otherwise, it shall be binding on a successor in title to the grantor's interest.",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,75,Licensing of registered trade mark.,5,,,"Where the license so provides, a sub-license may be granted by the licensee. and references in this Ordinance to a license or licensee shall include a sublicense or sub-licensee.",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,76,Exclusive license defined.-,1,,,"In this Ordinance, an ""exclusive license"" means a license. whether general or limited. authorizing the licensee to the exclusion of all other persons including the person granting the license, to use a registered trade mark in the manner authorised by the license and the expression ""exclusive licensee"" shall be construed accordingly.",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,76,Exclusive license defined.-,2,,,An exclusive licensee shall have the same rights against a successor in title who is bound by the license as he has against the person granting the license.,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,77,General provisions as to the rights of licensees in case of infringement.-,1,,,"Save as provided in section 61, a licensee shall be entitled, unless, or any licensee through which his interest is derived, provides otherwise, to call on the proprietor of the registered trade mark to take infringement proceedings in respect of any matter which affects his interests; Provided that if the proprietor-",sect_no61
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,77,General provisions as to the rights of licensees in case of infringement.-,1,a,,refuses to do so;,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,77,General provisions as to the rights of licensees in case of infringement.-,1,b,,"fails to do so within two months after being called upon, the licensee may bring the proceedings in his own name as if he were the proprietor.",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,77,General provisions as to the rights of licensees in case of infringement.-,2,,,"Where infringement proceedings are brought by a licensee under this section, the
licensee may not, without the leave of the High Court or a District Court, proceed
with the action unless the proprietor is either joined as a plaintiff or added as a
defendant;
 Provided that this shall not affect the granting of interlocutory relief on an
application by a licensee alone:",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,77,General provisions as to the rights of licensees in case of infringement.-,3,,,A proprietor who is added as a defendant as provided in sub-section (2) shall no the made liable for any costs in the action unless he takes part in the proceedings.,subsec_2
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,77,General provisions as to the rights of licensees in case of infringement.-,4,,,In infringement proceedings brought by the proprietor of a registered trade mark any loss suffered or likely to be suffered by licensees shall be taken into account and the High Court or a District Court may give such directions as it thinks fit as to extent to which the plaintiff shall hold the proceeds of any pecuniary remedy on behalf of licensees.,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,77,General provisions as to the rights of licensees in case of infringement.-,5,,,"The provisions of this section shall apply in relation to an exclusive licensee if or to the extent that he has, under sub-section (1) of section 78, the rights and remedies of an assignee as if he were the proprietor of the registered trade mark","sect_no78,subsec_1"
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,78,Exclusive licensee having rights and remedies of assignee.,1,,,"An exclusive license may provide that the licensee shall have, to such extent as may be provided be the license, the same rights and remedies in respect of matters occurring after the grant of the license as if the license had been assignment, where or to the extent that such provision is made, the licensee shall be entitle, subject to the provisions of the licensee and to the following provisions of this section, to bring infringement proceedings, against person other than the proprietor, in his own name.",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,78,Exclusive licensee having rights and remedies of assignee.,2,,,"Any such rights and remedies of an exclusive licensee shall be concurrent with those of the proprietor of the registered trade mark, and references to the proprietor of a registered trade mark is this Ordinance relating to infringement shall be construed accordingly.",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,78,Exclusive licensee having rights and remedies of assignee.,3,,,"In an action brought by an exclusive licensee by virtue of this section, a defendant may avail himself of any defense which would have been available to him if the action had been brought by the proprietor of the registered trade mark.",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,78,Exclusive licensee having rights and remedies of assignee.,4,,,"Where proceedings for infringement of a registered trade mark brought by the proprietor or an exclusive licensee relate wholly or partly to an infringement in respect of which they have concurrent rights of action, the proprietor or, as the case may be, the exclusive licensee may not, without the leave of the High Court or a District Court, proceed with the action unless the other is either joined as a plaintiff or added as a defendant: Provided that this shall not affect the granting of interlocutory relief on an application by a proprietor or licensee alone.",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,78,Exclusive licensee having rights and remedies of assignee.,5,,,A person who is added as a defendant as mentioned in sub-section(4) shall not be made liable for any costs in the action unless he takes part in the proceedings.,subsec_4
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,78,Exclusive licensee having rights and remedies of assignee.,6,,,Where an action for infringement of a registered trade mark is brought which relates wholly or partly to an infringement in respect of which the proprietor and an exclusive licensee have or had concurrent rights of action,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,78,Exclusive licensee having rights and remedies of assignee.,6,a,,the High Court or a District Court shall in assessing damages take into account-,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,78,Exclusive licensee having rights and remedies of assignee.,6,a,i,the terms of the license;,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,78,Exclusive licensee having rights and remedies of assignee.,6,a,ii,any pecuniary remedy already awarded or available to either of them in respect of the infringement,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,78,Exclusive licensee having rights and remedies of assignee.,6,b,,"no account of profits shall be directed, in favour of the other of them in respect of the infringement;",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,78,Exclusive licensee having rights and remedies of assignee.,6,c,,"the High Court or a District Court shall if an account of profits is directed apportion the profits between them as it, subject to any agreement between them , considers just.",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,78,Exclusive licensee having rights and remedies of assignee.,7,,,"The provisions of sub-section (6) shall apply whether or not the proprietor and the exclusive licensee are both parties to the action, the High Court or a District Court may give such direction as it thinks fit as to the extent to which the party to the proceedings shall hold the proceeds of any pecuniary remedy on behalf on the other",subsec_6
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,78,Exclusive licensee having rights and remedies of assignee.,8,,,"The proprietor of a registered trade mark shall inform any exclusive licensee who has a concurrent right of action before applying for an order under section 48, and the High Court or a District Court may, on the application of the licensee, make such order under that section as it thinks fit having regard to the license.",sect_no48
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,78,Exclusive licensee having rights and remedies of assignee.,9,,,The provisions of sub-section (4) to (8) shall have effect subject to any agreement to the contrary between the exclusive licensee and the proprietor.,subsec_4 to subsec_8
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,79,Surrender of registered trade mark,1,,,"A registered trade mark may be surrendered by the proprietor in respect of some, or all, of goods or services for which it is registered.",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,79,Surrender of registered trade mark,2,,,"Provisions may be made by rules,",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,79,Surrender of registered trade mark,2,a,,as to the manner and effect of a surrender;,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,79,Surrender of registered trade mark,2,b,,for protecting the interests of other persons having rights in the registered trade mark,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,80,Grounds for invalidity of registration,1,,,The registration of a trade mark may be declared invalid on the ground that the trade mark was registered in breach of section 14 or any of the provisions thereof.,sect_no14
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,80,Grounds for invalidity of registration,2,,,"Where the trade mark was registered in breach of clause (b), (c) or (d) of subsection (1) of section 14, it shall not be declared invalid if, in consequence of the use which has been made of it, it has after registered acquired a distinctive character in relation to the goods or services for which it is registered.","subsec_1,sect_no14"
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,80,Grounds for invalidity of registration,3,,,The registration of a trade mark may be declared invalid on the ground that there is,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,80,Grounds for invalidity of registration,3,a,,"an earlier trade mark in relation to which the conditions set out in sub- section (1), (2) or (3) of section 17 obtain;","subsec_1,subsec_2,subsec_3 of sect_no17"
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,80,Grounds for invalidity of registration,3,b,," an earlier right in relation to which the condition set out in sub-section (4)
of section 17 is satisfied.
 unless the proprietor of that earlier trade mark or other earlier right has
consented to the registration. ","subsec_4,sect_no17"
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,80,Grounds for invalidity of registration,4,,,"An application for declaration of invalidity may be made by an interested party either to the Registrar or to the High Court or a District Court, except that-",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,80,Grounds for invalidity of registration,4,a,,"if proceedings concerning the trade mark in question are pending in the High Court or a District Court, the application shall be made to the High Court or a District Court;",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,80,Grounds for invalidity of registration,4,b,,"in any other case, if the application has been made to the Registrar, he may at any stage of the proceedings refer the application to the High Court or a District Court.",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,80,Grounds for invalidity of registration,5,,,"In the case of bad faith in the registration of a trade mark, the Registrar may apply to the High Court or a District Court for a declaration of the invalidity of the registration.",
